product_name,category,discounted_price,actual_price,discount_percentage,rating_count,about_product,product_link
"APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics",Computers&Accessories|Accessories&Peripherals|UninterruptedPowerSupplies,"₹3,299","₹4,100",20%,"15,783","Compact Design Line Interactive UPS with Load Capacity of 360Watts / 600VA. Output Frequency (sync to mains) : 47 - 63 Hz Sync to mains|Three Battery Backed up and Surge Protected 6A, 2/3 Pin Output Indian Power Socket|Automatic Voltage Regulator (AVR) with Wide Input Voltage Range 145-290V, Transfer Time - 10 ms typical : 12 ms maximum|1x7.2Ah Battery provides 20 - 75 min. Back-Up time *as per the load|Generator Compatible; Compatible with low power loads e.g. Wi-Fi router, DSL modem|Cold start capability allows the load to power on just on battery; Stays quiet during a changeover from mains to generator",https://www.amazon.in/APC-BX600C-600VA-230V-Back/dp/B016XVRKZM/ref=sr_1_211?qid=1672903005&s=computers&sr=1-211
"Lapster Caddy for ssd and HDD, Optical Bay 2nd Hard Drive Caddy, Caddy 9.5mm for Laptop",Computers&Accessories|Components|InternalHardDrives,₹199,₹999,80%,362,"Compatible 4 Channels switch help to improve the compatibility.You can try to move "" A""""B""""C""""D"" if your Laptop can not read HDD|Compatible with: 2.5""/9.5mm SATA HDD or SSD, Hard drive NOT include.100% 9.5 mm-thick caddy|Fully integrated into laptop, no cables/PSU/software driver need.Fast & Reliable connection in laptop, just as the primary HDD Make NTFS hard drive if you are using it as a New in Disk management|Supports 99% Laptops with 9.5mm size DVD Writers. Please email or call us if you have query regarding to compatibility with your Laptop",https://www.amazon.in/Lapster-Caddy-Optical-Drive-Laptop/dp/B0BDS8MY8J/ref=sr_1_306?qid=1672903010&s=computers&sr=1-306
Crucial BX500 240GB 3D NAND SATA 6.35 cm (2.5-inch) SSD (CT240BX500SSD1),Computers&Accessories|Components|InternalSolidStateDrives,"₹1,815","₹3,100",41%,"92,925","240GB 2.5-inch internal SSD, SATA 6.0Gb/s, with blistering speeds of 540 MB/s Read, 500 MB/s Write.|Enjoy the efficiency of Next-Gen Micron 3D NAND: Crucial BX500 uses only a minimal amount of power and still delivers a high price-to-performance.|Upgrade to a drive you can count on: The Crucial BX500 has been thoroughly Tested, and Proven that, it secures your most important files on a drive with established dependability and the advanced features BX-series SSD's which is are known for.|Avoid unintended data loss when the power unexpectedly goes out. This built-in feature of our new NAND protects your data swiftly and efficiently, so if your system suddenly shuts down, you keep all your saved work.|Improves battery life because it’s 45x more energy efficient than a typical hard drive and it can operate in an input voltage of 4.5V.",https://www.amazon.in/Crucial-BX500-240GB-2-5-inch-CT240BX500SSD1/dp/B07G3YNLJB/ref=sr_1_247?qid=1672903007&s=computers&sr=1-247
"Crucial P3 500GB PCIe 3.0 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT500P3SSD8",Computers&Accessories|Components|InternalSolidStateDrives,"₹3,307","₹6,100",46%,"2,515",Impressive read/ write speeds up to 3500/3000MB/s|Spacious storage up to 4TB|Solid Gen3 performance. Micron Advanced 3D NAND. NVMe PCIe 3.0 M.2 (2280).|Performs up to 45% better than the previous generation⁴|Dynamic write acceleration. Multistep data integrity algorithm.,https://www.amazon.in/Crucial-500GB-PCIe-NAND-3500MB/dp/B0B25LQQPC/ref=sr_1_486?qid=1672903019&s=computers&sr=1-486
Western Digital WD Green SATA 240GB Internal SSD Solid State Drive - SATA 6Gb/s 2.5 inches - WDS240G3G0A,Computers&Accessories|Components|InternalSolidStateDrives,"₹1,709","₹4,000",57%,"3,029","SLC (single-level cell) caching boosts write performance to quickly perform everyday tasks.|Shock-resistant and WD F.I.T. Lab certified for compatibility and reliability.|Ultra-low power-draw so you can use your laptop for longer periods of time.|Available in 2.5""/7mm cased and M.2 2280 form factors to accommodate most PCs.|The free, downloadable Western Digital SSD Dashboard* lets you easily monitor the status of your drive. Includes a 3-year limited warranty so upgrading your storage is worry-free.",https://www.amazon.in/Western-Digital-Green-240GB-Internal/dp/B09TMZ1MF8/ref=sr_1_339?qid=1672903012&s=computers&sr=1-339
Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,Computers&Accessories|Components|Memory,"₹1,792","₹3,500",49%,"26,194","Improve your system's responsiveness, run apps faster and multitask with ease. Extended timings - 22-22-22|Install with ease; no computer skills required How-to guides available at Crucial|Compatibility assurance when using the Crucial System Scanner or Crucial Advisor Tool|Micron quality and reliability is backed by superior component and module level testing and 42 years of memory expertise|ECC Type Non-ECC, Form Factor SODIMM, Pin Count 260-pin, PC Speed PC4-25600, Voltage 12V, Rank and Configuration 1Rx16, 1Rx8 or 2Rx8.NOTE: DRAM modules require configuration to specific systems",https://www.amazon.in/Crucial-PC4-25600-SODIMM-260-Pin-Memory/dp/B08C4Z69LN/ref=sr_1_210?qid=1672903005&s=computers&sr=1-210
"Cablet 2.5 Inch SATA USB 3.0 HDD/SSD Portable External Enclosure for 7mm and 9.5mm, Tool-Free Design, Supports UASP Max 6TB",Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,₹499,₹775,36%,74,"【Ideal Drive Enclosure for Work】- The CABLET 2.5 Inch USB 3.0 Enclosure with durable strip appearance and classic black colour with the advantage of easy to clean. Hold the 2.5” enclosure in the office, just connect your PC, Desktop, Mobile and other devices, plug and play.|【Wide Compatibility Enclosure】- The 2.5” HDD/SSD Enclosure can support 2.5 inch 7-9.5mm HDD/SSD up to 6TB for any brand hard drive with SATA I/II/III port. Also compatible with Windows, Linux and Mac OS systems, compatible with WD, Seagate, Samsung, PS4, TV, and other devices.|【USB3.0 5Gbps Enclosure】- Adopting with USB 3.0 interface and UASP accelerated transmission protocol supported, the 2.5” HDD/SSD Enclosure can help with the data transfer rate up to 5Gbps, about 20% faster than traditional USB data port, transfers 1G file in 3 seconds, no data delay.|【Easy to Use, Plug and Play】- From installing to using only few seconds; slide off the back cover of the hard drive reader, insert the hard drive tightly and close the lid, connect attached cable to your devices, then you can open files, play videos, back up data, etc. Support hot swap. [Note: Please format the new hard disk before using it. When use finished, eject the drives then unplug the cable. Do not unplug the cable halfway to avoid data loss.]|【Shock-proof Performance】- Enclosed with a shock-proof sponge pad, enhance the protection of the hard drive effectively and keep it steady.",https://www.amazon.in/Cablet-Portable-External-Enclosure-Tool-Free/dp/B0BG62HMDJ/ref=sr_1_391?qid=1672903014&s=computers&sr=1-391
"Western Digital WD 2TB My Passport Portable Hard Disk Drive, USB 3.0 with  Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black",Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,"₹5,599","₹7,350",24%,"73,005","Automatic backup - Easy to use|Password protection + 256-bit AES hardware encryption. Windows 10 or Windows 8.1, Chrome OS, Requires reformatting for other operating systems|Western Digital Discovery software for Western Digital backup, password protection and drive management. Shock Resistant : No|Superspeed USB 3.0 port; USB 2.0 compatible|3-Year manufacturer's limited warranty|Country of Origin: Thailand",https://www.amazon.in/Passport-Portable-External-Drive-Black/dp/B07VTFN6HM/ref=sr_1_229?qid=1672903006&s=computers&sr=1-229
"Seagate Expansion 1TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,"₹4,098","₹4,999",18%,"50,810","Digital Storage Capacity - 1TB; Get an extra layer of protection for your data with the included 3 year Rescue Data Recovery Services|Form Factor - 2.5 Inches, Hardware Interface - USB 3.0, Drive RPM - 5400|Password protected - No; Sleek and simple portable drive design for taking photos, movies, music, and more on-the-go|Automatic recognition of Windows and Mac computers for simple setup (Reformatting required for use with Time Machine)|Drag-and-drop file saving|USB 3.0 powered",https://www.amazon.in/Seagate-Expansion-1TB-External-HDD/dp/B08ZJDWTJ1/ref=sr_1_44?qid=1672902996&s=computers&sr=1-44
"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers&Accessories|ExternalDevices&DataStorage|ExternalMemoryCardReaders,₹549,₹999,45%,"7,758","More connectivity: Equipped with USB 3.0 Type A and Type C plugs, the card reader can be used for free data exchange between memory cards and USB-A / USB-C / thunderbolt 3-capable PCs, laptops, mobile phones and tablets with OTG functions. With built-in USB 3.0 chips, the USB card reader delivers high-speed transfer rates of up to 5Gbps and allows HD movie in 1GB to transfer only seconds|No need driver and app installation.This SD / Micro SD card reader do not support read two cards simultaneously. when connected to a PC/laptop, you will receive more efficient data transfer and no longer waste long time to wait. The USB 3.0 USB C to SD Adapter supports all popular memory cards For SD, SDHC, SDXC, RS-MMC, MMC, Micro SD, Micro SDHC, Micro SDXC and UHS-I cards in large capacity up to|Wide compatibility: this digital memory card adapter is suitable for Samsung S10 S9 Plus S8 Plus Note 9 8, A3 / A5 (2017), A8 (2018); HUAWEI P20 Pro / P20 / P20 Lite, Mate9 / 10 / Mate 10 Pro, Honor8 / 9, P9 / P10 / P9 Plus / P10 Plus, Nexus 6P, Nova Plus, Grade 8; Sony Xperia XZ, Pieria XZ Premium; One Plus: 2/3 / 3T / 5; Xiao Mi MIX2 / MIX2s, 6 / 5C / 5s / 5splus; Mac Book Pro, Mac Book, Dell XPS, Samsung Galaxy Book, Acer Switch Alpha 12, Lenovo Mix 510/520, Yoga520 / 720/900/910/920|Plug & play: no driver installation required for windows, Mac OS, Linux etc. Powered via USB or USB C plug, therefore no additional power needed. With over current, overvoltage and short-circuit protection, the USB card reader USB C secures safety for all connected devices and memory cards|Compact and portable for on the go: The Micro SD TF Card Reader is designed with aluminum housing that works well on heat dissipation. Attached protective cap protects both connectors from unwanted contamination and dust. Note: for Micro SD card slot, insert/extract the card with one slight push",https://www.amazon.in/Brand-Conquer-Reader-Adapter-Portable/dp/B07YL54NVJ/ref=sr_1_186?qid=1672903004&s=computers&sr=1-186
"SanDisk 1TB Extreme Portable SSD 1050MB/s R, 1000MB/s W,Upto 2 Meter Drop Protection with IP55 Water/dust Resistance, HW Encryption, PC,MAC & TypeC Smartphone Compatible, 5Y Warranty, External SSD",Computers&Accessories|ExternalDevices&DataStorage|ExternalSolidStateDrives,"₹10,389","₹32,000",68%,"41,398","1TB Extreme Portable SSD 1050MB/s R, 1000MB/s W; Fast NVMe solid state performance in a portable, high-capacity drive|Form Factor - 6.35 cm; Hardware Interface - USB; Drop protection, IP55 water and dust resistance, X-ray and shock proofing|Read Speed - 1050MB/s R, Write Speed - 1000MB/s W, Compatible with mobile/xbox/PS/TV/Tablet (Yes); Material - Plastic|Wattage - 3600W; Password protected - Yes; Handu carabiner loop to secure the drive to your belt loop or backpack|Help keep private content private with the included hardware encryption; Compatibility with a range of USB Type-C smartphones for fast, easy backup|IP55, 5 Year Warranty, Universal Compatibility",https://www.amazon.in/SanDisk-Portable-Smartphone-Compatible-Warranty/dp/B08GTYFC37/ref=sr_1_392?qid=1672903014&s=computers&sr=1-392
"SanDisk Ultra 64 GB USB Pen Drives (SDDDC2-064G-I35, Black, Silver)",Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹729,"₹1,650",56%,"82,356","Pendrive for USB Type-C Smartphones and PC|Easily transfer files between smartphones, tablets and computers|Free up space on your Android smartphone; Read Speed: up to 150 MB/s|Two connectors—a USB Type-C connector and a regular USB connector|Manufacturer Detail: SanDisk InternationalLtd.c/o Unit 100 AirsideBusiness Park,Lakeshore Drive,Swords,Co. Dublin, Irelandmporter Details: Rashi Peripherals Pvt. Ltd. Rashi Complex,A Building,Survey186,Dongaripada,Poman Village,Vasai Bhiwandi Road, Dist. Thane,Maharastra 401208, India|Country of Origin: Malaysia",https://www.amazon.in/SanDisk-Ultra-SDDDC2-064G-G46-Drives-Silver/dp/B01EZ0X3L8/ref=sr_1_196?qid=1672903005&s=computers&sr=1-196
Kingston DataTraveler Exodia DTX/32 GB Pen Drive USB 3.2 Gen 1 (Multicolor),Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹349,₹450,22%,"18,656","Large loop easily attaches to key rings|Practical cap protects the USB plug|Multiple colour options by capacity|Backed by a five-year warranty, free technical support and legendary Kingston reliability",https://www.amazon.in/Kingston-DataTraveler-Exodia-DTX-Flash/dp/B08JD36C6H/ref=sr_1_272?qid=1672903008&s=computers&sr=1-272
"SanDisk Ultra Flair 64GB USB 3.0 Pen Drive, Multicolor",Computers&Accessories|ExternalDevices&DataStorage|PenDrives,₹519,"₹1,350",62%,"30,058","High-speed USB 3.0 performance of up to 150MB/s read speeds|Transfer a full-length movie in less than 30 seconds!|The drive’s durable and stylish metal casing keeps your important files safe, while the included SanDisk SecureAccess software lets you password-protect and encrypt your sensitive files|Compatible with both USB 2.0 and 3.0 ports, Operating temperature32° – 95°F (0° – 35°C)|Country of Origin: Malaysia|9th Generation Intel Core i9 ProcessorsProducts formerly Coffee LakeDesktopLithography14 nmProcessor Base Frequency3.60 GHzTDP95 WIntel UHD Graphics 630350 MHz|BX80684I99900K",https://www.amazon.in/SanDisk-Ultra-Flair-USB-64GB/dp/B07SLMR1K6/ref=sr_1_52?qid=1672902997&s=computers&sr=1-52
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800LGIN",Computers&Accessories|Laptops|TraditionalLaptops,"₹37,247","₹59,890",38%,323,"Processor: 11th Gen Intel Core i3-1115G4 | Speed: 3.0 GHz (Base) - 4.1 GHz (Max) | 2 Cores | 4 Threads | 6MB Cache|Display: 15.6"" FHD (1920x1080)| TN Technology | 220Nits Brightness | Anti Glare || Memory: 8GB RAM DDR4-2666 | Upgradable Up to 12GB || Storage: 512 GB SSD|OS and Software: Windows 11 Home 64 | Office Home and Student 2021 | Xbox GamePass Ultimate 3-month subscription*|Graphics: Integrated Intel UHD Graphics || Design: 1.99 cm Thin and 1.7 kg Light|Battery Life: 45Wh Battery | Upto 7 Hours | Rapid Charge (Up to 80% in 1 Hour) || Ports: 2x USB-A 3.2 Gen 1 | 1x USB-A 2.0 |1x Headphone / microphone combo jack (3.5mm) | 1x HDMI 1.4 |1x 4-in-1 media reader (MMC, SD, SDHC, SDXC)|Camera (Built in): HD 720p | Fixed Focus | Privacy Shutter | Integrated Dual Array Microphone|Smart Learning Features : Lenovo Aware | Whisper Voice | Eye Care",https://www.amazon.in/Lenovo-IdeaPad-Warranty-Platinum-81X800LGIN/dp/B0B2RBP83P/ref=sr_1_492?qid=1672903019&s=computers&sr=1-492
